FIA Code,Common Name,Genus,Species,Subspecies,PLANTS Code,SCIENTIFIC_NAME
11,Pacific silver fir,Abies,amabilis,,ABAM,Abies amabilis
12,balsam fir,Abies,balsamea,,ABBA,Abies balsamea
14,Santa Lucia or bristlecone fir,Abies,bracteata,,ABBR,Abies bracteata
15,white fir,Abies,concolor,,ABCO,Abies concolor
16,Fraser fir,Abies,fraseri,,ABFR,Abies fraseri
17,grand fir,Abies,grandis,,ABGR,Abies grandis
18,corkbark fir,Abies,lasiocarpa,,ABLAA,Abies lasiocarpa var. arizonica
19,subalpine fir,Abies,lasiocarpa,,ABLA,Abies lasiocarpa
20,California red fir,Abies,magnifica,,ABMA,Abies magnifica
21,Shasta red fir,Abies,shastensis,,ABSH,Abies shastensis
22,noble fir,Abies,procera,,ABPR,Abies procera
41,Port-Orford-cedar,Chamaecyparis,lawsoniana,,CHLA,Chamaecyparis lawsoniana
42,Alaska yellow-cedar,Chamaecyparis,nootkatensis,,CHNO,Chamaecyparis nootkatensis
43,Atlantic white-cedar,Chamaecyparis,thyoides,,CHTH2,Chamaecyparis thyoides
51,Arizona cypress,Cupressus,arizonica,,CUAR,Cupressus arizonica
52,Baker or Modoc cypress,Cupressus,bakeri,,CUBA,Cupressus bakeri
53,Tecate cypress,Cupressus,forbesii,,CUFO2,Cupressus forbesii
54,Monterey cypress,Cupressus,macrocarpa,,CUMA2,Cupressus macrocarpa
55,Sargent's cypress,Cupressus,sargentii,,CUSA3,Cupressus sargentii
56,MacNab's cypress,Cupressus,macnabiana,,CUMA,Cupressus macnabiana
58,Pinchot juniper,Juniperus,pinchotii,,JUPI,Juniperus pinchotii
59,redberry juniper,Juniperus,coahuilensis,,JUCO11,Juniperus coahuilensis
60,Drooping juniper,Juniperus,flaccida,,JUFL,Juniperus flaccida
61,Ashe juniper,Juniperus,ashei,,JUAS,Juniperus ashei
62,California juniper,Juniperus,californica,,JUCA7,Juniperus californica
63,alligator juniper,Juniperus,deppeana,,JUDE2,Juniperus deppeana
64,western juniper,Juniperus,occidentalis,,JUOC,Juniperus occidentalis
65,Utah juniper,Juniperus,osteosperma,,JUOS,Juniperus osteosperma
66,Rocky Mountain juniper,Juniperus,scopulorum,,JUSC2,Juniperus scopulorum
67,southern redcedar,Juniperus,virginiana,,JUVIS,Juniperus virginiana var. silicicola
68,eastern redcedar,Juniperus,virginiana,,JUVI,Juniperus virginiana
69,oneseed juniper,Juniperus,monosperma,,JUMO,Juniperus monosperma
70,larch spp.,Larix,,,LARIX,Larix spp.
71,tamarack,Larix,laricina,,LALA,Larix laricina
72,subalpine larch,Larix,lyallii,,LALY,Larix lyallii
73,western larch,Larix,occidentalis,,LAOC,Larix occidentalis
74,Japanese larch,Larix,kaempferi,,LAKA2,Larix kaempferi
75,Siberian larch,Larix,sibirica,,LASI3,Larix sibirica
81,incense-cedar,Calocedrus,decurrens,,CADE27,Calocedrus decurrens
91,Norway spruce,Picea,abies,,PIAB,Picea abies
92,Brewer spruce,Picea,breweriana,,PIBR,Picea breweriana
93,Engelmann spruce,Picea,engelmannii,,PIEN,Picea engelmannii
94,white spruce,Picea,glauca,,PIGL,Picea glauca
95,black spruce,Picea,mariana,,PIMA,Picea mariana
96,blue spruce,Picea,pungens,,PIPU,Picea pungens
97,red spruce,Picea,rubens,,PIRU,Picea rubens
98,Sitka spruce,Picea,sitchensis,,PISI,Picea sitchensis
101,whitebark pine,Pinus,albicaulis,,PIAL,Pinus albicaulis
102,Rocky Mountain bristlecone pine,Pinus,aristata,,PIAR,Pinus aristata
103,knobcone pine,Pinus,attenuata,,PIAT,Pinus attenuata
104,foxtail pine,Pinus,balfouriana,,PIBA,Pinus balfouriana
105,jack pine,Pinus,banksiana,,PIBA2,Pinus banksiana
106,common or two-needle pinyon,Pinus,edulis,,PIED,Pinus edulis
107,sand pine,Pinus,clausa,,PICL,Pinus clausa
108,lodgepole pine,Pinus,contorta,,PICO,Pinus contorta
109,Coulter pine,Pinus,coulteri,,PICO3,Pinus coulteri
110,shortleaf pine,Pinus,echinata,,PIEC2,Pinus echinata
111,slash pine,Pinus,elliottii,,PIEL,Pinus elliottii
112,Apache pine,Pinus,engelmannii,,PIEN2,Pinus engelmannii
113,limber pine,Pinus,flexilis,,PIFL2,Pinus flexilis
114,southwestern white pine ,Pinus,strobiformis,,PIST3,Pinus strobiformis
115,spruce pine,Pinus,glabra,,PIGL2,Pinus glabra
116,Jeffrey pine,Pinus,jeffreyi,,PIJE,Pinus jeffreyi
117,sugar pine,Pinus,lambertiana,,PILA,Pinus lambertiana
118,Chihuahuan pine,Pinus,leiophylla,,PILE,Pinus leiophylla
119,western white pine,Pinus,monticola,,PIMO3,Pinus monticola
120,bishop pine,Pinus,muricata,,PIMU,Pinus muricata
121,longleaf pine,Pinus,palustris,,PIPA2,Pinus palustris
122,ponderosa pine,Pinus,ponderosa,,PIPO,Pinus ponderosa
123,Table Mountain pine,Pinus,pungens,,PIPU5,Pinus pungens
124,Monterey pine,Pinus,radiata,,PIRA2,Pinus radiata
125,red pine,Pinus,resinosa,,PIRE,Pinus resinosa
126,pitch pine,Pinus,rigida,,PIRI,Pinus rigida
127,gray or California foothill pine,Pinus,sabiniana,,PISA2,Pinus sabiniana
128,pond pine,Pinus,serotina,,PISE,Pinus serotina
129,eastern white pine,Pinus,strobus,,PIST,Pinus strobus
130,Scotch pine,Pinus,sylvestris,,PISY,Pinus sylvestris
131,loblolly pine,Pinus,taeda,,PITA,Pinus taeda
132,Virginia pine,Pinus,virginiana,,PIVI2,Pinus virginiana
133,singleleaf pinyon,Pinus,monophylla,,PIMO,Pinus monophylla
134,border pinyon,Pinus,discolor,,PIDI3,Pinus discolor
135,Arizona pine,Pinus,arizonica,,PIAR5,Pinus arizonica
136,Austrian pine,Pinus,nigra,,PINI,Pinus nigra
137,Washoe pine,Pinus,washoensis,,PIWA,Pinus washoensis
138,four-leaf or Parry pinyon pine,Pinus,quadrifolia,,PIQU,Pinus quadrifolia
139,Torrey pine,Pinus,torreyana,,PITO,Pinus torreyana
140,Mexican pinyon pine,Pinus,cembroides,,PICE,Pinus cembroides
141,papershell pinyon pine,Pinus,remota,,PIRE5,Pinus remota
142,Great Basin bristlecone pine,Pinus,longaeva,,PILO,Pinus longaeva
143,Arizona pinyon pine,Pinus,monophylla,,PIMOF,Pinus monophylla var. fallax
144,Honduras pine,Pinus,elliottii,,PIELE2,Pinus elliottii var. elliottii
201,bigcone Douglas-fir,Pseudotsuga,macrocarpa,,PSMA,Pseudotsuga macrocarpa
202,Douglas-fir,Pseudotsuga,menziesii,,PSME,Pseudotsuga menziesii
211,redwood,Sequoia,sempervirens,,SESE3,Sequoia sempervirens
212,giant sequoia,Sequoiadendron,giganteum,,SEGI2,Sequoiadendron giganteum
221,baldcypress,Taxodium,distichum,,TADI2,Taxodium distichum
222,pondcypress,Taxodium,ascendens,,TAAS,Taxodium ascendens
223,Montezuma baldcypress,Taxodium,mucronatum,,TAMU,Taxodium mucronatum
231,Pacific yew,Taxus,brevifolia,,TABR2,Taxus brevifolia
232,Florida yew,Taxus,floridana,,TAFL,Taxus floridana
241,northern white-cedar,Thuja,occidentalis,,THOC2,Thuja occidentalis
242,western redcedar,Thuja,plicata,,THPL,Thuja plicata
251,California torreya (nutmeg),Torreya,californica,,TOCA,Torreya californica
252,Florida torreya (nutmeg),Torreya,taxifolia,,TOTA,Torreya taxifolia
261,eastern hemlock,Tsuga,canadensis,,TSCA,Tsuga canadensis
262,Carolina hemlock,Tsuga,caroliniana,,TSCA2,Tsuga caroliniana
263,western hemlock,Tsuga,heterophylla,,TSHE,Tsuga heterophylla
264,mountain hemlock,Tsuga,mertensiana,,TSME,Tsuga mertensiana
299,unknown dead conifer,Tree,evergreen,,2TE,Tree evergreen
300,acacia spp.,Acacia,,,ACACI,Acacia spp.
303,sweet acacia,Acacia,farnesiana,,ACFA,Acacia farnesiana
311,Florida maple,Acer,barbatum,,ACBA3,Acer barbatum
312,bigleaf maple,Acer,macrophyllum,,ACMA3,Acer macrophyllum
313,boxelder,Acer,negundo,,ACNE2,Acer negundo
314,black maple,Acer,nigrum,,ACNI5,Acer nigrum
315,striped maple,Acer,pensylvanicum,,ACPE,Acer pensylvanicum
316,red maple,Acer,rubrum,,ACRU,Acer rubrum
317,silver maple,Acer,saccharinum,,ACSA2,Acer saccharinum
318,sugar maple,Acer,saccharum,,ACSA3,Acer saccharum
319,mountain maple,Acer,spicatum,,ACSP2,Acer spicatum
320,Norway maple,Acer,platanoides,,ACPL,Acer platanoides
322,bigtooth maple,Acer,grandidentatum,,ACGR3,Acer grandidentatum
323,chalk maple,Acer,leucoderme,,ACLE,Acer leucoderme
324,trident maple,Acer,buergerianum,,ACBU4,Acer buergerianum
325,purple blow maple,Acer,truncatum,,ACTR8,Acer truncatum
331,Ohio buckeye,Aesculus,glabra,,AEGL,Aesculus glabra
332,yellow buckeye,Aesculus,flava,,AEFL,Aesculus flava
333,California buckeye,Aesculus,californica,,AECA,Aesculus californica
334,Texas buckeye,Aesculus,glabra,,AEGLA,Aesculus glabra var. arguta
335,red horse-chestnut,Aesculus,carnea,,AECA2,Aesculus carnea
341,ailanthus,Ailanthus,altissima,,AIAL,Ailanthus altissima
345,mimosa,Albizia,julibrissin,,ALJU,Albizia julibrissin
351,red alder,Alnus,rubra,,ALRU2,Alnus rubra
352,white alder,Alnus,rhombifolia,,ALRH2,Alnus rhombifolia
353,Arizona alder,Alnus,oblongifolia,,ALOB2,Alnus oblongifolia
355,European alder,Alnus,glutinosa,,ALGL2,Alnus glutinosa
356,serviceberry spp.,Amelanchier,,,AMELA,Amelanchier spp.
357,common serviceberry,Amelanchier,arborea,,AMAR3,Amelanchier arborea
358,roundleaf serviceberry,Amelanchier,sanguinea,,AMSA,Amelanchier sanguinea
361,Pacific madrone,Arbutus,menziesii,,ARME,Arbutus menziesii
362,Arizona madrone,Arbutus,arizonica,,ARAR2,Arbutus arizonica
363,Texas madrone,Arbutus,xalapensis,,ARXA80,Arbutus xalapensis
367,pawpaw,Asimina,triloba,,ASTR,Asimina triloba
369,Himalayan birch,Betula,utilis,,BEUT2,Betula utilis
371,yellow birch,Betula,alleghaniensis,,BEAL2,Betula alleghaniensis
372,sweet birch,Betula,lenta,,BELE,Betula lenta
373,river birch,Betula,nigra,,BENI,Betula nigra
374,water birch,Betula,occidentalis,,BEOC2,Betula occidentalis
375,paper birch,Betula,papyrifera,,BEPA,Betula papyrifera
376,resin birch,Betula,neoalaskana,,BENE4,Betula neoalaskana
377,Virginia roundleaf birch,Betula,uber,,BEUB,Betula uber
378,northwestern paper birch,Betula,utahensis,,BEUT,Betula utahensis
379,gray birch,Betula,populifolia,,BEPO,Betula populifolia
381,gum bumelia,Sideroxylon,lanuginosum,lanuginosum,SILAL3,Sideroxylon lanuginosum subsp. lanuginosum
390,Japanese hornbeam,Carpinus,japonica,,CAJA15,Carpinus japonica
391,American hornbeam,Carpinus,caroliniana,,CACA18,Carpinus caroliniana
401,water hickory,Carya,aquatica,,CAAQ2,Carya aquatica
402,bitternut hickory,Carya,cordiformis,,CACO15,Carya cordiformis
403,pignut hickory,Carya,glabra,,CAGL8,Carya glabra
404,pecan,Carya,illinoinensis,,CAIL2,Carya illinoinensis
405,shellbark hickory,Carya,laciniosa,,CALA21,Carya laciniosa
406,nutmeg hickory,Carya,myristiciformis,,CAMY,Carya myristiciformis
407,shagbark hickory,Carya,ovata,,CAOV2,Carya ovata
408,black hickory,Carya,texana,,CATE9,Carya texana
409,mockernut hickory,Carya,alba,,CAAL27,Carya alba
410,sand hickory,Carya,pallida,,CAPA24,Carya pallida
411,scrub hickory,Carya,floridana,,CAFL6,Carya floridana
412,red hickory,Carya,ovalis,,CAOV3,Carya ovalis
413,southern shagbark hickory,Carya,carolinae-septentrionalis,,CACA38,Carya carolinae-septentrionalis
421,American chestnut,Castanea,dentata,,CADE12,Castanea dentata
422,Allegheny chinkapin,Castanea,pumila,,CAPU9,Castanea pumila
423,Ozark chinkapin,Castanea,pumila,,CAPUO,Castanea pumila var. ozarkensis
424,Chinese chestnut,Castanea,mollissima,,CAMO83,Castanea mollissima
431,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,,CHCHC4,Chrysolepis chrysophylla var. chrysophylla
451,southern catalpa,Catalpa,bignonioides,,CABI8,Catalpa bignonioides
452,northern catalpa,Catalpa,speciosa,,CASP8,Catalpa speciosa
461,sugarberry,Celtis,laevigata,,CELA,Celtis laevigata
462,hackberry,Celtis,occidentalis,,CEOC,Celtis occidentalis
463,netleaf hackberry,Celtis,laevigata,,CELAR,Celtis laevigata var. reticulata
471,eastern redbud,Cercis,canadensis,,CECA4,Cercis canadensis
475,curlleaf mountain-mahogany,Cercocarpus,ledifolius,,CELE3,Cercocarpus ledifolius
481,yellowwood,Cladrastis,kentukea,,CLKE,Cladrastis kentukea
491,flowering dogwood,Cornus,florida,,COFL2,Cornus florida
492,Pacific dogwood,Cornus,nuttallii,,CONU4,Cornus nuttallii
500,hawthorn spp.,Crataegus,,,CRATA,Crataegus spp.
501,cockspur hawthorn,Crataegus,crus-galli,,CRCR2,Crataegus crus-galli
502,downy hawthorn,Crataegus,mollis,,CRMO2,Crataegus mollis
503,Brainerd's hawthorn,Crataegus,brainerdii,,CRBR3,Crataegus brainerdii
504,pear hawthorn,Crataegus,calpodendron,,CRCA,Crataegus calpodendron
505,fireberry hawthorn,Crataegus,chrysocarpa,,CRCH,Crataegus chrysocarpa
506,broadleaf hawthorn,Crataegus,dilatata,,CRDI,Crataegus dilatata
507,fanleaf hawthorn,Crataegus,flabellata,,CRFL,Crataegus flabellata
508,oneseed hawthorn,Crataegus,monogyna,,CRMO3,Crataegus monogyna
509,scarlet hawthorn,Crataegus,pedicellata,,CRPE,Crataegus pedicellata
510,eucalyptus spp.,Eucalyptus,,,EUCAL,Eucalyptus spp.
511,Tasmanian bluegum,Eucalyptus,globulus,,EUGL,Eucalyptus globulus
512,river redgum,Eucalyptus,camaldulensis,,EUCA2,Eucalyptus camaldulensis
513,grand eucalyptus,Eucalyptus,grandis,,EUGR12,Eucalyptus grandis
514,swampmahogany,Eucalyptus,robusta,,EURO2,Eucalyptus robusta
521,common persimmon,Diospyros,virginiana,,DIVI5,Diospyros virginiana
522,Texas persimmon,Diospyros,texana,,DITE3,Diospyros texana
523,Anacua knockaway,Ehretia,anacua,,EHAN,Ehretia anacua
531,American beech,Fagus,grandifolia,,FAGR,Fagus grandifolia
539,narrow-leafed ash,Fraxinus,angustifolia,,FRAN5,Fraxinus angustifolia
541,white ash,Fraxinus,americana,,FRAM2,Fraxinus americana
542,Oregon ash,Fraxinus,latifolia,,FRLA,Fraxinus latifolia
543,black ash,Fraxinus,nigra,,FRNI,Fraxinus nigra
544,green ash,Fraxinus,pennsylvanica,,FRPE,Fraxinus pennsylvanica
545,pumpkin ash,Fraxinus,profunda,,FRPR,Fraxinus profunda
546,blue ash,Fraxinus,quadrangulata,,FRQU,Fraxinus quadrangulata
547,velvet ash,Fraxinus,velutina,,FRVE2,Fraxinus velutina
548,Carolina ash,Fraxinus,caroliniana,,FRCA3,Fraxinus caroliniana
549,Texas ash,Fraxinus,texensis,,FRTE,Fraxinus texensis
551,waterlocust,Gleditsia,aquatica,,GLAQ,Gleditsia aquatica
552,honeylocust,Gleditsia,triacanthos,,GLTR,Gleditsia triacanthos
555,loblolly-bay,Gordonia,lasianthus,,GOLA,Gordonia lasianthus
561,ginkgo,Ginkgo,biloba,,GIBI2,Ginkgo biloba
571,Kentucky coffeetree,Gymnocladus,dioicus,,GYDI,Gymnocladus dioicus
581,Carolina silverbell,Halesia,carolina,,HACA3,Halesia carolina
582,two-wing silverbell,Halesia,diptera,,HADI3,Halesia diptera
591,American holly,Ilex,opaca,,ILOP,Ilex opaca
601,butternut,Juglans,cinerea,,JUCI,Juglans cinerea
602,black walnut,Juglans,nigra,,JUNI,Juglans nigra
603,northern California black walnut,Juglans,hindsii,,JUHI,Juglans hindsii
604,southern California black walnut,Juglans,californica,,JUCA,Juglans californica
605,Texas walnut,Juglans,microcarpa,,JUMI,Juglans microcarpa
606,Arizona walnut,Juglans,major,,JUMA,Juglans major
611,sweetgum,Liquidambar,styraciflua,,LIST2,Liquidambar styraciflua
621,yellow-poplar,Liriodendron,tulipifera,,LITU,Liriodendron tulipifera
631,tanoak,Lithocarpus,densiflorus,,LIDE3,Lithocarpus densiflorus
641,Osage-orange,Maclura,pomifera,,MAPO,Maclura pomifera
651,cucumbertree,Magnolia,acuminata,,MAAC,Magnolia acuminata
652,southern magnolia,Magnolia,grandiflora,,MAGR4,Magnolia grandiflora
653,sweetbay,Magnolia,virginiana,,MAVI2,Magnolia virginiana
654,bigleaf magnolia,Magnolia,macrophylla,,MAMA2,Magnolia macrophylla
655,Fraser magnolia,Magnolia,fraseri,,MAFR,Magnolia fraseri
657,pyramid magnolia,Magnolia,pyramidata,,MAPY,Magnolia pyramidata
658,umbrella magnolia,Magnolia,tripetala,,MATR,Magnolia tripetala
660,apple spp.,Malus,,,MALUS,Malus spp.
661,Oregon crab apple,Malus,fusca,,MAFU,Malus fusca
662,southern crab apple,Malus,angustifolia,,MAAN3,Malus angustifolia
663,sweet crab apple,Malus,coronaria,,MACO5,Malus coronaria
664,prairie crab apple,Malus,ioensis,,MAIO,Malus ioensis
681,white mulberry,Morus,alba,,MOAL,Morus alba
682,red mulberry,Morus,rubra,,MORU2,Morus rubra
683,Texas mulberry,Morus,microphylla,,MOMI,Morus microphylla
684,black mulberry,Morus,nigra,,MONI,Morus nigra
691,water tupelo,Nyssa,aquatica,,NYAQ2,Nyssa aquatica
692,Ogeechee tupelo,Nyssa,ogeche,,NYOG,Nyssa ogeche
693,blackgum,Nyssa,sylvatica,,NYSY,Nyssa sylvatica
694,swamp tupelo,Nyssa,biflora,,NYBI,Nyssa biflora
701,eastern hophornbeam,Ostrya,virginiana,,OSVI,Ostrya virginiana
711,sourwood,Oxydendrum,arboreum,,OXAR,Oxydendrum arboreum
712,paulownia,Paulownia,tomentosa,,PATO2,Paulownia tomentosa
715,Maytenus palauica,Maytenus,palauica,,MAPA28,Maytenus palauica
718,kesiamel,Osmoxylon,truncatum,,OSTR,Osmoxylon truncatum
721,redbay,Persea,borbonia,,PEBO,Persea borbonia
722,planertree,Planera,aquatica,,PLAQ,Planera aquatica
730,California sycamore,Platanus,racemosa,,PLRA,Platanus racemosa
731,American sycamore,Platanus,occidentalis,,PLOC,Platanus occidentalis
732,Arizona sycamore,Platanus,wrightii,,PLWR2,Platanus wrightii
741,balsam poplar,Populus,balsamifera,,POBA2,Populus balsamifera
742,eastern cottonwood,Populus,deltoides,,PODE3,Populus deltoides
743,bigtooth aspen,Populus,grandidentata,,POGR4,Populus grandidentata
744,swamp cottonwood,Populus,heterophylla,,POHE4,Populus heterophylla
746,quaking aspen,Populus,tremuloides,,POTR5,Populus tremuloides
747,black cottonwood,Populus,balsamifera,trichocarpa,POBAT,Populus balsamifera subsp. trichocarpa
748,Fremont cottonwood,Populus,fremontii,,POFR2,Populus fremontii
749,narrowleaf cottonwood,Populus,angustifolia,,POAN3,Populus angustifolia
752,silver poplar,Populus,alba,,POAL7,Populus alba
753,Lombardy poplar,Populus,nigra,,PONI,Populus nigra
756,honey mesquite ,Prosopis,glandulosa,,PRGL2,Prosopis glandulosa
757,velvet mesquite,Prosopis,velutina,,PRVE,Prosopis velutina
758,screwbean mesquite,Prosopis,pubescens,,PRPU,Prosopis pubescens
759,Sargent cherry,Prunus,sargentii,,PRSA5,Prunus sargentii
760,Prunus,Prunus,,,PRUNU,Prunus spp.
761,pin cherry,Prunus,pensylvanica,,PRPE2,Prunus pensylvanica
762,black cherry,Prunus,serotina,,PRSE2,Prunus serotina
763,chokecherry,Prunus,virginiana,,PRVI,Prunus virginiana
764,peach,Prunus,persica,,PRPE3,Prunus persica
765,Canada plum,Prunus,nigra,,PRNI,Prunus nigra
766,American plum,Prunus,americana,,PRAM,Prunus americana
767,winter-flowering cherry,Prunus,subhirtella,,PRSU4,Prunus subhirtella
768,bitter cherry,Prunus,emarginata,,PREM,Prunus emarginata
769,Allegheny plum,Prunus,alleghaniensis,,PRAL5,Prunus alleghaniensis
771,sweet cherry,Prunus,avium,,PRAV,Prunus avium
772,sour cherry,Prunus,cerasus,,PRCE,Prunus cerasus
773,European plum,Prunus,domestica,,PRDO,Prunus domestica
774,Mahaleb cherry,Prunus,mahaleb,,PRMA,Prunus mahaleb
801,California live oak,Quercus,agrifolia,,QUAG,Quercus agrifolia
802,white oak,Quercus,alba,,QUAL,Quercus alba
803,Arizona white oak,Quercus,arizonica,,QUAR,Quercus arizonica
804,swamp white oak,Quercus,bicolor,,QUBI,Quercus bicolor
805,canyon live oak,Quercus,chrysolepis,,QUCH2,Quercus chrysolepis
806,scarlet oak,Quercus,coccinea,,QUCO2,Quercus coccinea
807,blue oak,Quercus,douglasii,,QUDO,Quercus douglasii
808,Durand oak,Quercus,sinuata,,QUSIS,Quercus sinuata var. sinuata
809,northern pin oak,Quercus,ellipsoidalis,,QUEL,Quercus ellipsoidalis
810,Emory oak,Quercus,emoryi,,QUEM,Quercus emoryi
811,Engelmann oak,Quercus,engelmannii,,QUEN,Quercus engelmannii
812,southern red oak,Quercus,falcata,,QUFA,Quercus falcata
813,cherrybark oak,Quercus,pagoda,,QUPA5,Quercus pagoda
814,Gambel oak,Quercus,gambelii,,QUGA,Quercus gambelii
815,Oregon white oak,Quercus,garryana,,QUGA4,Quercus garryana
816,scrub oak,Quercus,ilicifolia,,QUIL,Quercus ilicifolia
817,shingle oak,Quercus,imbricaria,,QUIM,Quercus imbricaria
818,California black oak,Quercus,kelloggii,,QUKE,Quercus kelloggii
819,turkey oak,Quercus,laevis,,QULA2,Quercus laevis
820,laurel oak,Quercus,laurifolia,,QULA3,Quercus laurifolia
821,California white oak,Quercus,lobata,,QULO,Quercus lobata
822,overcup oak,Quercus,lyrata,,QULY,Quercus lyrata
823,bur oak,Quercus,macrocarpa,,QUMA2,Quercus macrocarpa
824,blackjack oak,Quercus,marilandica,,QUMA3,Quercus marilandica
825,swamp chestnut oak,Quercus,michauxii,,QUMI,Quercus michauxii
826,chinkapin oak,Quercus,muehlenbergii,,QUMU,Quercus muehlenbergii
827,water oak,Quercus,nigra,,QUNI,Quercus nigra
828,Nuttall oak,Quercus,texana,,QUTE,Quercus texana
829,Mexican blue oak,Quercus,oblongifolia,,QUOB,Quercus oblongifolia
830,pin oak,Quercus,palustris,,QUPA2,Quercus palustris
831,willow oak,Quercus,phellos,,QUPH,Quercus phellos
832,chestnut oak,Quercus,prinus,,QUPR2,Quercus prinus
833,northern red oak,Quercus,rubra,,QURU,Quercus rubra
834,Shumard oak,Quercus,shumardii,,QUSH,Quercus shumardii
835,post oak,Quercus,stellata,,QUST,Quercus stellata
836,Delta post oak,Quercus,similis,,QUSI2,Quercus similis
837,black oak,Quercus,velutina,,QUVE,Quercus velutina
838,live oak,Quercus,virginiana,,QUVI,Quercus virginiana
839,interior live oak,Quercus,wislizeni,,QUWI2,Quercus wislizeni
840,dwarf post oak,Quercus,margarettiae,,QUMA6,Quercus margarettiae
841,dwarf live oak,Quercus,minima,,QUMI2,Quercus minima
842,bluejack oak,Quercus,incana,,QUIN,Quercus incana
843,silverleaf oak,Quercus,hypoleucoides,,QUHY,Quercus hypoleucoides
844,Oglethorpe oak,Quercus,oglethorpensis,,QUOG,Quercus oglethorpensis
845,dwarf chinkapin oak,Quercus,prinoides,,QUPR,Quercus prinoides
846,gray oak,Quercus,grisea,,QUGR3,Quercus grisea
847,netleaf oak,Quercus,rugosa,,QURU4,Quercus rugosa
851,Chisos oak,Quercus,graciliformis,,QUGR,Quercus graciliformis
852,sea torchwood,Amyris,elemifera,,AMEL,Amyris elemifera
853,pond-apple,Annona,glabra,,ANGL4,Annona glabra
854,gumbo limbo,Bursera,simaruba,,BUSI,Bursera simaruba
856,gray sheoak,Casuarina,glauca,,CAGL11,Casuarina glauca
857,belah,Casuarina,lepidophloia,,CALE28,Casuarina lepidophloia
858,camphortree,Cinnamomum,camphora,,CICA,Cinnamomum camphora
860,citrus spp.,Citrus,,,CITRU2,Citrus spp.
863,"tietongue, pigeon-plum",Coccoloba,diversifolia,,CODI8,Coccoloba diversifolia
864,soldierwood,Colubrina,elliptica,,COEL2,Colubrina elliptica
865,largeleaf geigertree,Cordia,sebestena,,COSE2,Cordia sebestena
866,carrotwood,Cupaniopsis,anacardioides,,CUAN4,Cupaniopsis anacardioides
867,Bluewood,Condalia,hookeri,,COHO,Condalia hookeri
868,Blackbead ebony,Ebenopsis,ebano,,EBEB,Ebenopsis ebano
869,Great leucaene,Leucaena,pulverulenta,,LEPU3,Leucaena pulverulenta
870,Texas sophora,Sophora,affinis,,SOAF,Sophora affinis
873,red stopper,Eugenia,rhombea,,EURH,Eugenia rhombea
874,"butterbough, inkwood",Exothea,paniculata,,EXPA,Exothea paniculata
876,Florida strangler fig,Ficus,aurea,,FIAU,Ficus aurea
877,"wild banyantree, shortleaf fig",Ficus,citrifolia,,FICI,Ficus citrifolia
882,"beeftree, longleaf blolly",Guapira,discolor,,GUDI,Guapira discolor
883,manchineel,Hippomane,mancinella,,HIMA2,Hippomane mancinella
884,false tamarind,Lysiloma,latisiliquum,,LYLA3,Lysiloma latisiliquum
885,mango,Mangifera,indica,,MAIN3,Mangifera indica
886,Florida poisontree,Metopium,toxiferum,,METO3,Metopium toxiferum
887,fishpoison tree,Piscidia,piscipula,,PIPI3,Piscidia piscipula
888,"octopus tree, schefflera",Schefflera,actinophylla,,SCAC2,Schefflera actinophylla
890,false mastic,Sideroxylon,foetidissimum,,SIFO,Sideroxylon foetidissimum
891,willow bustic,Sideroxylon,salicifolium,,SISA6,Sideroxylon salicifolium
895,paradisetree,Simarouba,glauca,,SIGL3,Simarouba glauca
896,Java plum,Syzygium,cumini,,SYCU,Syzygium cumini
897,tamarind,Tamarindus,indica,,TAIN2,Tamarindus indica
901,black locust,Robinia,pseudoacacia,,ROPS,Robinia pseudoacacia
902,New Mexico locust,Robinia,neomexicana,,RONE,Robinia neomexicana
906,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,,ACWR4,Acoelorraphe wrightii
907,Florida silver palm,Coccothrinax,argentata,,COAR,Coccothrinax argentata
908,coconut palm,Cocos,nucifera,,CONU,Cocos nucifera
909,royal palm spp.,Roystonea,,,ROYST,Roystonea spp.
911,Mexican palmetto,Sabal,mexicana,,SAME8,Sabal mexicana
912,cabbage palmetto,Sabal,palmetto,,SAPA,Sabal palmetto
913,key thatch palm,Thrinax,morrisii,,THMO4,Thrinax morrisii
914,Florida thatch palm,Thrinax,radiata,,THRA2,Thrinax radiata
919,western soapberry,Sapindus,saponaria,,SASAD,Sapindus saponaria var. drummondii
921,peachleaf willow,Salix,amygdaloides,,SAAM2,Salix amygdaloides
922,black willow,Salix,nigra,,SANI,Salix nigra
925,coastal plain willow,Salix,caroliniana,,SACA5,Salix caroliniana
926,balsam willow,Salix,pyrifolia,,SAPY,Salix pyrifolia
927,white willow,Salix,alba,,SAAL2,Salix alba
929,weeping willow,Salix,sepulcralis,,SASE10,Salix sepulcralis
931,sassafras,Sassafras,albidum,,SAAL5,Sassafras albidum
935,American mountain-ash,Sorbus,americana,,SOAM3,Sorbus americana
936,European mountain-ash,Sorbus,aucuparia,,SOAU,Sorbus aucuparia
937,northern mountain-ash,Sorbus,decora,,SODE3,Sorbus decora
940,West Indian mahogany,Swietenia,mahagoni,,SWMA2,Swietenia mahagoni
951,American basswood,Tilia,americana,,TIAM,Tilia americana
952,white basswood,Tilia,americana,,TIAMH,Tilia americana var. heterophylla
